Culture,Focal_Year,PBM_Data,Source,Source_Coverage_Years,Sub_Group,Full_Pinpoint information,Page_Nums,HRAF_Sources,SCCS_Sources,DPlace_Sources,Source_URL,My_Comments,
Kazakh,,0,"Radloff, Wilhelm (Radlov, Vasiliĭ Vasilʹevich). 1893. Aus Sibirien. Vol 1 & 2. Leipzig.",,"Great, Middle, and Little Hordes in the Syr-Darya Basin in Kazakhstan, Kyrgyzstan, Uzbekistan, and Tajikistan",,102,0,1,1,https://archive.org/details/bub_gb_AkAPAAAAYAAJ,"Kazakh culture discussed in volume 1, pages 409-525. Both volumes 1&2 found at this link.",
Kazakh,,0,"Sedel’nikov, A. N., A.N. Bukeikhanov, and S.D. Chadona 1903. Киргизский край: Уральская, Тургайская, Акмолинская и Семипалатинская обл. Полное Географическое Описание Нашего Отечества, vol. 18: 138-222. St. Petersburg.",~200BCE - early 1900s (total coverage),Cossacks and Kyrgyz,,84,0,2,1,http://elib.shpl.ru/ru/nodes/169-t-18-kirgizskiy-kray-uralskaya-turgayskaya-akmolinskaya-i-semipalatinskaya-obl-1903,,
Khalka,1920,,,,"Narobanchin Territory in Govi-Altai and Zavkhan aimags (provinces), Mongolia","Khalka temple territory of Narobanchin, Sain noin aimak (tribe), Outer Mongolia, from 95°10' to 97°E and 47° to 47°20'N, about 1920. […] The Khalka are also among the most pastoral of the remaining Mongol groups. They originally formed one aimak, but with the fission which typified earlier tribal organization, they split up into four separate aimak: 1. Jassakhtu (Jasakto) Khan Aimak, in the northwest, including 19 Banner groups, and numbering 70,000 persons (census of 1918). 2. Sain Noin (Noyan) Khan Aimak, in west central Outer Mongolia, including 24 Banner groups, numbering 134,000 people, and 8 temple territories with 70,000 inhabitants. 3. Tushetu (Yosiyato) Khan Aimak, in east central Outer Mongolia, including 20 Banner groups, and numbering 100,000 people. 4. Tsetsen (Sechin) Khan Aimak, in the far east bordering on Manchuria, including 23 Banner groups and 102,000 people. […] Selection of Focus: The group of Khalka Mongols described by Vreeland's informant was part of Jassakhtu (#1) Aimak in the seventeenth century, but switched to Sain Noin (#2) with the emergence of their religious leader. […] Time: 1920 is the approximate time for Vreeland's reconstruction from a single informant, as gathered in 1950-52. Politically, this corresponds roughly to the period of the Autonomous Northern Mongolia nation. (White 2009, p. 85-86)",3193,,,,,,
Khalka,,0,"Ballis, William B. (Ed.) 1956. The Mongolian People’s Republic (Outer Mongolia). Prepared by the Far Eastern and Russian Institute of the University of Washington. vols 1-3. New Haven.",,All of Mongolia,,1399,processed_nocode,4,0,https://ehrafworldcultures.yale.edu/cultures/ah01/documents/013,,
Khalka,,0,"Ballis, William B. (Ed.) 1956b. The Political Evolution of a Soviet Satellite: The Mongolian People’s Republic. The Western Political Quarterly, 9(2): 293-328.",,All of Mongolia,,35,0,0,0,https://www.jstor.org/stable/444608,"Same author, same group, same time period",
Khalka,,0,"Baranov, Alexey. 1919. Халха. Аймак Цецен-хан (Khalka: Aimak’ Tsetsen-khana.) Harbin: Tipolitografiia Okhrannoi Strazhi Kit. Vost. zh. d. (Typolithography of the Guard Service of Chinese Eastern Railway.)","1905, 1917 (field date); 1630s-1917 (total coverage)",Sechen Khan/Setsen Khan aimag (province) of Outer Mongolia prior to 1923 when renamed to Khentii aimag of Mongolia,,63,0,5,0,https://drive.google.com/file/d/1wzFMJVbmbnzUB-BVqtvXdZI91nPC_wzM/view?usp=drive_link,,
Khalka,,0,"Friters, Gerard M. 1949. Outer Mongolia and Its International Position.",1901-1948 (total coverage),All of Mongolia,,405,processed_nocode,5,1,https://ehrafworldcultures.yale.edu/document?id=ah01-012,,
Khalka,,1,"Hartwig, Werner. 1966. Ethnographica der Chalcha und Burjaten (Mongolische Volksrepublik). Jahrbuch des Museums für Völkerkunde zu Leipzig 22: 112-188.",1961 (field date),"Arkhangai aimang (province), Övörkhangai aimang, Öndörkhaan in Khentii aimang, Sergelen, Bayantsagaan, Bayanbaraat, Bayan-Önjüül, Zamaar, Lün, Bayantsogt, and Ugtaal in Töv aimang, and Ulaanbaatar, Mongolia",,76,0,4,0,https://drive.google.com/file/d/1D3sZyW2ZSoZKSyhzGDZ5Egupq7s-xb71/view?usp=drive_link,Khalka culture discussed pages 123-188,
Khalka,,1,"Maiskii, Ivan. 1921. Sovremennaia Mongolia (Contemporary Mongolia). Translated by Mrs. Dayton and J. Kunitz for HRAF. Irkutsk.",1919-1920 (field dates); 1911-1920 (total coverage),"Ulaanbaatar (Urga), Övörkhangai aimag, Tsetserleg (Dzain Shabi) in Arkhangai aimag, Mörön (Muron Kuren) and Karaul Khatkhyl in Khövsgöl aimag, Khangai in Arkhangai aimag, Tosontsengel (Tisengol) and Uliastai in Zavkhan aimag, and along the river Khangeltsky near Tsagaankhairkhan in Uvs aimag, Mongolia",,748,processed_nocode,3,0,https://ehrafworldcultures.yale.edu/document?id=ah01-014,,
Khalka,,0,"Rupen, R. A. 1956. General Character of the Society. In Mongolian Peoples’ Republic (Outer Mongolia). W. M. Ballis, R.A Rupen eds. 1: 1-48. New Haven: Human Relations Area Files.",,All of Mongolia,,48,0,5,0,https://drive.google.com/file/d/11Tev56xnVACCGBfy4ldynXJ3rzBa0XuV/view?usp=drive_link,,
Khalka,,0,"Vicek, Emmanuel 1965. A Contribution to the Anthropology of the Khalkha-Mongols (The anthropologists and physicians report on the Czechoslovak-Mongolian archeological expedition in the year 1958). Acta Facultatis Rerum Naturalium Universitatis Comenianae, vol. 9: 285-367.",1958 (field date),"Khalka of Arkhangai aimang (province), Mongolia",,82,0,2,0,https://drive.google.com/file/d/1SM7vlOSa9WMOHhZYXBohaEy2K0D6OWuC/view?usp=drive_link,,
Khalka,,0,"Vreeland, Herbert Harold. 1954. Mongol Community and Kinship Structure.",1949-1952 (field dates); 1000-1950 (total coverage); 1920 (reconstructed year),"Khalka of the Narobanchin territory (70 miles south of the town of Chzhibkhalantu [Uliassutai]), the Chahar of Taibas Pasture in Chahar Province, and the Dagor of the Nonni river valley in the Botaha (Buteha) area between the towns of Nen-chiang (Mergen) and Ni-erh-chi (Pu-hsi)",,337,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=ah01-016,Khalka primarily discussed in chapter 2 (pgs. 9-117),
Kikuyu (Gikuyu),1920,,,,"Fort Hall/Metume (now Murang'a) County (formerly district), Kenya","Kikuyu proper of the central (Metume of Fort Hall) district, centering on 0 40'S, 37 10'E, as of about 1920. [...] The Kikuyu tribe of Kikuyu proper occupy these districts: (1) the Nyeri of Gaki district in the north, with a population of about 180,000 in 1948; (2) the Fort Hall or Metume district in the center, with about 300,000; and (3) the Kiambu or Karuwa district in the south, with about 250,000. […] The Kikuyu of the Metume or Fort Hall district are given preference because this is the home district of Kenyatta. Lambert deals with both this and the Kiambe district, Routledge with the Nyeri district. Except for acculturative differences, however, Kikuyu culture appears to be quite uniform throughout the three districts, but there are substantial differences in the other tribes of the Kikuyu nation to the east and northeast. [...] The date of 1920 is selected as approximately the end of the period of relative stability of the traditional system. Even then, however, many Kikuyu were already living as tenants of white farmers. Settlement in nucleated villages was forced by the government around 1954.(White 2009, p. 15)",6598,,,,,,
Kikuyu (Gikuyu),,1,"Cagnolo, C. 1933. The Akikuyu: Their customs, traditions and folklore. Nyeri.",,"Kikuyu of neighbouring counties (formerly districts) of Kiambu (Kyambu), Murang'a (formerly Fort Hall), and Nyeri, Kenya",,470,0,2,0,https://drive.google.com/file/d/1NvsKz0tzhiyCQhhv-2ZIFnRasXthI2Mk/view?usp=drive_link,,
Kikuyu (Gikuyu),,1,"Clayton, Anthony H. and Donald Cockfield Savage. 1974. Government and Labour in Kenya 1895-1963.",1895-1963 (total coverage),All of Kenya,,508,0,4,0,https://www.taylorfrancis.com/books/mono/10.4324/9780203043202/government-labour-kenya-1895-1963-anthony-clayton-donald-cockfield-savage,,
Kikuyu (Gikuyu),,1,"Hailey, William Malcolm. 1950. Native Administration in the British African Territories, Pt. I. London.",,All of Kenya,,358,0,4,0,World Constitutions Illustrated Native Administration in the British African Territories - HeinOnline.org (sfu.ca),,
Kikuyu (Gikuyu),,1,"Kenyatta, Jomo. 1939. Facing Mount Kenya. The traditional life of the Gikuyu.",1920-1938 (field dates),"Kikuyu of Gatundu in Kiambu County, Kenya",,364,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=fl10-004,,
Kikuyu (Gikuyu),,1,"Kitching, Gavin. 1980. Class and Economic Change in Kenya: The making of an African Petite-Bourgeoisie. New Haven.",,All of Kenya,,522,0,4,0,https://archive.org/details/classeconomiccha0002kitc,,
Kikuyu (Gikuyu),,1,"Lambert, H. E. 1950. The Systems of Land Tenure in the Kikuyu Land Unit. Communications from the School of African Studies n.s. 22: 1-185.",1935-1950 (field dates),"Kikuyu of neighbouring counties (formerly districts) of Kiambu (Kyambu), Murang'a (formerly Fort Hall), and Nyeri, Kenya",,185,0,1,0,https://drive.google.com/file/d/1RyU7rwueZ6JDpfMlq9KKXxH9i53j1Y4h/view?usp=drive_link,,
Kikuyu (Gikuyu),,1,"Lambert, H. E. 1956. Kikuyu Social and Political Institutions. London: London: Oxford Univ. Press; International African Inst. (IAI).",1935-1955 (field dates); 1935-1956 (total coverage),"Kikuyu of neighbouring counties (formerly districts) of Fot Hall (now Murang'a): Kiambu (Kyambu), Murang'a (formerly Fort Hall), and Nyeri, Kenya",,156,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=fl10-002,,
Kikuyu (Gikuyu),,1,"Leakey, Louis S. B. 1931. The Kikuyu problem of the initiation of girls. The Journal of the Royal Anthropological Institute of Great Britain and Ireland, 61, 277-285.",1925-1952 (field dates); 1925-1952 (total coverage),"Kikuyu of neighbouring counties (formerly districts) of Kiambu (Kyambu), Murang'a (formerly Fort Hall), and Nyeri, Kenya",,8,0,0,0,https://www.jstor.org/stable/2843834,"Same author, same group, same time period",
Kikuyu (Gikuyu),,1,"Leakey, Louis S. B. 1977a. The southern Kikuyu before 1903. Vol 1. London & New York: Academic Press.",1925-1952 (field dates); ??-1903 (total coverage),"Kikuyu south of the Chania river (i.e., Kikuyu in Kiambu county), Kenya",,618,0,1,1,https://drive.google.com/file/d/1wcRZvXSVdIBQVbwKhexVsapFBXVh-qSM/view?usp=drive_link,"Author states: “I feel sure that there are people who will be critical of the fact that I confined my account to that section of the Kikuyu tribe that lives south of the Chania River; I will therefore meet this criticism in advance. The laws and customs of the Kikuyu of the Fort Hall (Murang'a) and Nyeri districts Nyeri districts are basically the same as those of the southern section of the tribe, but in matters of detail they differ so significantly that a generalised account could only be misleading. It would be necessary, in a book dealing with the whole tribe, to add greatly to the length of each chapter and show what the differences in each custom were in different areas. This would in turn have required a much greater length of time than was at my disposal.” (1977a, pg. xiii-xiv)",
Kikuyu (Gikuyu),,1,"Leakey, Louis S. B. 1977b. The southern Kikuyu before 1903. Vol 2. London & New York: Academic Press. (3 vols.)",1925-1952 (field dates); ??-1903 (total coverage),"Kikuyu south of the Chania river (i.e., Kikuyu in Kiambu county), Kenya",,586,0,1,1,https://drive.google.com/file/d/1YfO10sUqN_gaqCc1_0W9_jtwapTODfTw/view?usp=drive_link,"Author states: “I feel sure that there are people who will be critical of the fact that I confined my account to that section of the Kikuyu tribe that lives south of the Chania River; I will therefore meet this criticism in advance. The laws and customs of the Kikuyu of the Fort Hall (Murang'a) and Nyeri districts Nyeri districts are basically the same as those of the southern section of the tribe, but in matters of detail they differ so significantly that a generalised account could only be misleading. It would be necessary, in a book dealing with the whole tribe, to add greatly to the length of each chapter and show what the differences in each custom were in different areas. This would in turn have required a much greater length of time than was at my disposal.” (1977a, pg. xiii-xiv)",
Kikuyu (Gikuyu),,1,"Leakey, Louis S. B. 1977c. The southern Kikuyu before 1903. Vol 3. London & New York: Academic Press. (3 vols.)",1925-1952 (field dates); ??-1903 (total coverage),"Kikuyu south of the Chania river (i.e., Kikuyu in Kiambu county), Kenya",,474,0,1,1,https://drive.google.com/file/d/1QDMBrs5AE4L9sxOjC-lH3v7mDIvAzelm/view?usp=drive_link,"Author states: “I feel sure that there are people who will be critical of the fact that I confined my account to that section of the Kikuyu tribe that lives south of the Chania River; I will therefore meet this criticism in advance. The laws and customs of the Kikuyu of the Fort Hall (Murang'a) and Nyeri districts Nyeri districts are basically the same as those of the southern section of the tribe, but in matters of detail they differ so significantly that a generalised account could only be misleading. It would be necessary, in a book dealing with the whole tribe, to add greatly to the length of each chapter and show what the differences in each custom were in different areas. This would in turn have required a much greater length of time than was at my disposal.” (1977a, pg. xiii-xiv)",
Kikuyu (Gikuyu),,1,"Leakey, Louis S. B. 1953. Mau-Mau and the Kikuyus. Methuen & Co. London",1925-1952 (field dates); 1925-1952 (total coverage),"Kikuyu of neighbouring counties (formerly districts) of Kiambu (Kyambu), Murang'a (formerly Fort Hall), and Nyeri, Kenya",,126,S1,1,1,https://ehrafworldcultures.yale.edu/document?id=fl10-003,Author grew up within the Kikuyu culture. He is a part of the Mukanda Kikuyu age-group.,
Kikuyu (Gikuyu),,1,"MacPhee, Archibald Marshall. 1968. Kenya. New York.",,All of Kenya,,264,0,4,0,https://archive.org/details/kenya0000macp,,
Kikuyu (Gikuyu),,0,"McGregor, Ross W. 1968. Kenya from Within: A Short Political History. London.",,All of Kenya,,512,0,4,0,https://www.taylorfrancis.com/books/mono/10.4324/9780203042229/kenya-within-ross-mcgregor,,
Kikuyu (Gikuyu),,1,"Middleton, John. 1953. The Kikuyu and Kamba of Kenya. London.",1910-1953 (total coverage),"Kikuyu of neighbouring counties (formerly districts) of Kiambu (Kyambu), Murang'a (formerly Fort Hall), and Nyeri, Kenya and the Kamba of Kenya",,105,processed_nocode,1a,0,https://ehrafworldcultures.yale.edu/document?id=fl10-001,Kikuyu primarily discussed between pages 11-71,
Kikuyu (Gikuyu),,1,"Muriuki, Godfrey. 1974. The History of the Kikuyu 1500-1900. Nairobi.",1967-1968 (field dates); 1500-1900 (total coverage),"Kikuyu of neighbouring counties (formerly districts) of Kiambu (Kyambu), Murang'a (formerly Fort Hall), and Nyeri, Kenya",,208,0,4,1,https://archive.org/details/historyofkikuyu10000godf/page/n5/mode/2up,,
Kikuyu (Gikuyu),,1,"Routledge, William Scoresby and Katherine Routledge. 1910. With a Prehistoric People: The Akikuyu of British East Africa. London.",1905-1907 (field dates); 1900-1910 (total coverage),"Kikuyu of neighbouring counties (formerly districts) of Kiambu (Kyambu), Murang'a (formerly Fort Hall), and Nyeri, Kenya",,424,processed_nocode,3,0,https://ehrafworldcultures.yale.edu/document?id=fl10-007,,
